 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026
 ,05.507,Construction Management and/or Scheduling Consultants,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.508,Building Code/Plan Review and Fire/Life Safety Consultant,"139,652.00","139,652.00","139,652.00","126,242.00","139,652.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,000.00",0.00,0.00,"18,150.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"67,588.00",0.00,0.00,"1,710.00",0.00,0.00,0.00,0.00,0.00,"33,794.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,410.00",0.00,0.00
 ,05.509,Cost Estimating Consultants,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.510,Photographic Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.511,Executive Architect/Engineer Reimbursable Costs,"264,053.00","460,066.00","460,066.00","264,053.13","264,053.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"26,038.78","46,804.56","3,734.52",0.00,0.00,"8,882.23",0.00,"4,361.91","82,281.63",0.00,"65,078.41",0.00,61.10,"5,868.78","3,169.07",0.00,0.00,0.00,"11,778.15","3,558.32","1,914.89",520.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.13),0.00,0.00
 ,05.512,Executive A/E Additional Services/Design Change Authorizations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.513,Consulting IOR/Construction Inspection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.514,Medical Center Operational CostslWork Requests,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.515,Medical Center Equipment Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.516,Medical Center Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.599,Other External Design Consultants,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,06,Internal FD&C Recharge Services,"1,710,187.25","1,695,425.00","1,710,187.25","1,692,153.00","1,710,187.25","10,802.50","21,925.50","32,299.00","39,432.25","45,215.50","63,910.00","36,649.50","36,397.00","37,590.50","30,342.00","73,091.00","40,179.50","51,354.50","32,995.00","49,240.00","59,935.50","83,059.50","42,400.50","50,724.00","41,108.50","39,119.00","50,155.50","93,784.00","66,768.25","65,734.50","50,504.00","70,241.25","54,557.50","60,642.75","47,779.75","31,621.00","41,834.25","44,696.50","43,926.00","35,007.00","8,819.50","5,934.00","2,278.50",98.00,"8,735.34","8,735.34",563.57
 ,06.601,FD&C Project Administration,"366,713.50","366,023.50","366,713.50","365,579.50","366,713.50","1,800.00","1,350.00","2,900.00","5,825.00","4,025.00","3,055.00","9,200.00","4,497.50","7,717.50","7,635.00","22,594.00","15,257.50","21,273.50","12,835.00","16,129.00","19,871.50","32,175.50","12,657.50","14,645.00","7,790.00","9,730.00","4,680.00","14,460.00","15,310.00","14,320.00","10,890.00","16,610.00","13,520.00","16,120.00","8,840.00",0.00,"5,812.00","6,762.00","4,116.00","1,176.00",0.00,0.00,0.00,0.00,549.28,549.28,35.44
 ,06.602,FD&C Project Management,"846,666.50","838,301.00","846,666.50","837,331.00","846,666.50","6,966.00","17,327.00","21,970.00","26,443.00","29,056.00","45,516.00","24,031.00","24,445.00","23,814.00","16,038.00","34,830.00","19,683.00","23,733.00","14,337.00","22,842.00","22,884.00","32,844.00","19,086.00","22,068.00","24,040.00","18,716.00","24,143.00","38,016.00","26,139.00","26,130.00","18,043.00","29,045.00","26,699.00","30,788.00","23,994.00","19,694.00","21,697.00","23,183.00","20,176.00","14,259.00","3,298.00","1,067.00",291.00,0.00,"4,521.88","4,521.88",291.74
 ,06.603,FD&C Project Engineering/Mechanical/Electrical/Civil,"83,160.00","82,386.00","83,160.00","82,386.00","83,160.00",0.00,0.00,0.00,0.00,"2,827.00",688.00,0.00,"1,695.00",698.00,"2,985.00","5,945.00",748.00,723.00,162.00,"3,309.00","6,113.00","3,434.00","1,720.00","7,141.00",344.00,"1,204.00","10,976.00","4,284.00","1,720.00","6,176.00","3,010.00","8,464.00","3,424.00",0.00,"2,194.00","1,446.00",568.00,194.00,194.00,0.00,0.00,0.00,0.00,0.00,374.91,374.91,24.18
 ,06.604,FD&C Contracts Office,"119,243.25","114,310.50","119,243.25","114,310.50","119,243.25","1,112.50","3,210.00","7,121.00","4,142.00","5,419.00","8,280.75","1,455.00","2,931.50","1,980.00","1,395.00","2,886.00","1,761.00","2,223.00","2,889.00","2,256.00","2,265.00","5,307.00","3,909.00","1,644.00","2,582.75","3,245.00","4,021.25","11,892.50","5,407.50","3,317.75","2,573.25","3,016.50","2,573.25","2,660.50","1,468.50","1,068.00","1,866.00",637.00,980.00,"1,006.00",465.50,"2,433.00",811.50,98.00,"2,389.30","2,389.30",154.15
 ,06.605,FD&C IOR/Construction Inspection,"153,284.00","153,284.00","153,284.00","152,896.00","153,284.00",0.00,0.00,0.00,0.00,0.00,"1,500.00",0.00,0.00,0.00,0.00,935.00,0.00,0.00,0.00,0.00,"1,620.00",374.00,324.00,648.00,344.00,172.00,172.00,"15,742.00","11,450.00","11,096.00","11,560.00","8,589.00","4,670.00","6,958.00","9,392.00","8,256.00","10,286.00","11,446.00","15,716.00","16,214.00","3,880.00","1,552.00",0.00,0.00,187.94,187.94,12.12
 ,06.606,Capital Planning/Campus Budget Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.607,FD&C Project Specialist,"141,120.00","141,120.00","141,120.00","139,650.00","141,120.00",924.00,38.50,308.00,"3,022.25","3,888.50","4,870.25","1,963.50","2,828.00","3,381.00","2,289.00","5,901.00","2,730.00","3,402.00","2,772.00","4,704.00","7,182.00","8,925.00","4,704.00","4,578.00","6,007.75","6,052.00","6,163.25","9,389.50","6,741.75","4,694.75","4,427.75","4,516.75","3,671.25","4,116.25","1,891.25","1,157.00","1,605.25","2,474.50","2,744.00","2,352.00","1,176.00",882.00,"1,176.00",0.00,712.03,712.03,45.94
 ,06.608,FD&C Fiscal Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.609,Physcial/Community Planning Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.610,Auxiliary & Plant Services Offices,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.611,Environmental Health and Safety Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.612,UCSD Sustainablity Initiatives,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.699,Other UCSD Employee Recharge Services',0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,07,"Advertisement, Surveys, Soils Reports, Material Testing & Special Inspection, Reproduction Costs","296,735.94","378,415.94","378,415.94","277,338.30","296,735.94",0.00,0.00,"23,500.00","42,786.25",670.43,"12,274.25","2,997.00",93.00,"5,575.00",0.00,316.75,200.00,350.50,625.00,600.00,0.00,"25,679.25","5,204.00","1,288.00","2,275.00",0.00,"10,374.75",267.50,0.00,134.26,"11,525.00","7,825.00",300.00,"45,556.36","20,560.58","12,495.00","14,711.03","7,276.45","10,814.48","9,229.63",0.00,"1,833.83",0.00,0.00,"19,397.64",0.00,0.00
 ,07.701,Publishing and Advertising Costs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.702,Boundary and Topographic Surveys,"23,500.00","23,500.00","23,500.00","23,500.00","23,500.00",0.00,0.00,"23,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.703,"Soils, Geology, Foundation Recommendations, Hydrology","117,940.00","117,940.00","117,940.00","117,940.00","117,940.00",0.00,0.00,0.00,"42,786.25",0.00,"10,713.75","2,025.00",0.00,"5,225.00",0.00,0.00,200.00,0.00,625.00,600.00,0.00,"25,661.25","5,204.00",725.00,"2,275.00",0.00,"10,374.75",0.00,0.00,0.00,"11,525.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.704,Material & Workmanship Testing & Inspection,"150,000.00","231,680.00","231,680.00","130,602.36","150,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,825.00",300.00,"45,556.36","20,560.58","12,495.00","14,711.03","7,276.45","10,814.48","9,229.63",0.00,"1,833.83",0.00,0.00,"19,397.64",0.00,0.00
 ,07.705,Air Balance Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.706,Medical Gas Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.707,Construction Document Reproduction Costs,134.26,134.26,134.26,134.26,134.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.708,Postal/Courier Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.709,"Meals, Travel & Entertainment Costs","5,161.68","5,161.68","5,161.68","5,161.68","5,161.68",0.00,0.00,0.00,0.00,670.43,"1,560.50",972.00,93.00,350.00,0.00,316.75,0.00,350.50,0.00,0.00,0.00,18.00,0.00,563.00,0.00,0.00,0.00,267.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.799,"Other Surveys, Testing, or Reproduction Costs",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,08,Special Cost Items,"5,649,210.37","3,617,126.37","5,649,210.37","3,617,126.37","3,649,210.37",0.00,0.00,0.00,850.00,681.00,0.00,"1,271.00","1,535.00","716,368.00","100,460.00","1,550.00",0.00,"438,508.25","18,200.00","225,719.62","1,846.00","294,967.62","8,785.00","298,627.42","2,130.00","279,916.62","23,679.00","295,633.62","334,238.40","438,931.00","9,659.50","41,278.00","47,104.50",0.00,0.00,"11,967.00",0.00,"20,690.82",142.00,284.00,284.00,"1,819.00",0.00,0.00,"32,084.00",0.00,0.00
 ,08.801,Loan Finance Charges/lnterest During Construction,"2,000,000.00",0.00,"2,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.802,Detailed Project Program (DPP) & Predesign Study Costs,"738,268.00","738,268.00","738,268.00","738,268.00","738,268.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"715,868.00",0.00,0.00,0.00,0.00,"16,200.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,200.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.803,"Environmental Review Costs, EIR Consultant & Related Costs","42,495.75","42,495.75","42,495.75","42,495.75","42,495.75",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,550.00",0.00,"7,036.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"28,950.75",0.00,0.00,0.00,0.00,0.00,0.00,"4,959.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.804,Coastal Commission Review,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.805,Air Pollution Control District/Air Quality Testing/Permit Fees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.806,Wind Tunnel Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.807,Value Engineering Sessions/Constructability and Peer Reviews,"22,479.00","22,479.00","22,479.00","22,479.00","22,479.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,0.00,0.00,0.00,0.00,"2,000.00",0.00,0.00,"4,800.00","6,939.00","1,800.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,440.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.808,"Plan Check Fees including DSA, SFM, & EH&S Review Charges","22,576.00","22,576.00","22,576.00","22,576.00","22,576.00",0.00,0.00,0.00,460.00,345.00,0.00,115.00,"1,035.00",0.00,460.00,0.00,0.00,0.00,0.00,"1,846.00","1,846.00",0.00,"1,846.00",639.00,"2,130.00",0.00,"1,704.00","1,420.00","1,278.00","1,535.00",852.00,"1,278.00","1,836.00",0.00,0.00,568.00,0.00,0.00,142.00,284.00,284.00,673.00,0.00,0.00,0.00,0.00,0.00
 ,08.809,OSHPD Fees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.810,Environmental Mitigation Monitoring Services,"33,230.00","1,146.00","33,230.00","1,146.00","33,230.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,146.00",0.00,0.00,"32,084.00",0.00,0.00
 ,08.811,Hazardous Material Consultant,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.812,Special Design Consultants (Other),"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00",500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.813,Independent Seismic & Lateral Plan/Calc Review,"86,500.00","86,500.00","86,500.00","86,500.00","86,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,475.00",0.00,"8,475.00",0.00,"15,775.00",0.00,0.00,"15,775.00","13,925.00","8,950.00",0.00,"8,807.50",0.00,"6,317.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.814,Internal FD&C Special Recharge Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.815,Legal Fees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.816,"Interior Designer, Graphic Designer, Color Consultant",675.00,675.00,675.00,675.00,675.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,675.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.817,"Pre-Construction Services/CMAR or CMGC Delivery, Part 1","2,577,197.00","2,577,197.00","2,577,197.00","2,577,197.00","2,577,197.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"430,797.25",0.00,"215,398.62",0.00,"279,898.62",0.00,"279,898.62",0.00,"279,898.62",0.00,"279,898.62","295,059.65","437,396.00",0.00,"40,000.00","38,951.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.818,"Hazardous Materials Testing, Environmental Soils Sampling",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.819,Off-Site Environment Mitigation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.820,Parking Impact Charges,"3,598.80","3,598.80","3,598.80","3,598.80","3,598.80",0.00,0.00,0.00,390.00,336.00,0.00,156.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,794.00",0.00,514.80,0.00,18.00,0.00,390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.821,"LEED Consulting Serv,, USGBC Fees, and Other Sustainability Consult,",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.822,"Special Design Consult, (ADA, Acoustic, Lab, Light,, Roof,, Traffic)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
