

 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026,Oct 2026,Nov 2026,Dec 2026,Jan 2027,Feb 2027,Mar 2027,Apr 2027,May 2027,Jun 2027,Jul 2027,Aug 2027,Sep 2027,Oct 2027,Nov 2027,Dec 2027,Jan 2028,Feb 2028,Mar 2028,Apr 2028,May 2028,Jun 2028,Jul 2028,Aug 2028
 ,04.405,"Prime General Contractor, Other Site Development Component","200,000.00",0.00,"200,000.00",0.00,"200,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,4.13,63.30,555.87,"2,869.45","9,028.01","18,346.26","26,372.40","30,304.86","31,399.15","31,570.81","31,586.43","17,899.19",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.406,Other Site Development/Specialty Contractors NOT Under Prime,"50,000.00",0.00,"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,1.03,15.83,138.97,717.36,"2,257.00","4,586.56","6,593.10","7,576.22","7,849.79","7,892.70","7,896.61","4,474.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.01)
 ,04.407,Environmental Site Mitigation,"50,000.00",0.00,"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,1.03,15.83,138.97,717.36,"2,257.00","4,586.56","6,593.10","7,576.22","7,849.79","7,892.70","7,896.61","4,474.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.01)
 ,04.408,Offsite Site DeveIopment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.499,Other Site Development,"500,000.00",0.00,"500,000.00",0.00,"500,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,10.34,158.26,"1,389.67","7,173.61","22,570.01","45,865.65","65,931.01","75,762.16","78,497.88","78,927.01","78,966.08","44,747.96",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,05,External Design Consultant Fees,"535,000.00","37,250.00","555,000.00","28,855.00","535,000.00",0.00,0.00,0.00,"20,180.00",0.00,0.00,0.00,0.00,0.00,"7,250.00",0.00,0.00,0.00,0.00,0.00,0.00,"1,425.00","22,142.95","22,142.95","22,142.95","22,142.95","22,142.95","22,142.95","22,142.95","22,524.05","26,080.96","26,080.96","26,080.96","26,080.96","26,080.96","26,080.96","26,080.96","26,080.96","26,080.96","26,080.96","26,080.96","26,080.96","15,648.57",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21
 ,05.501,Executive Architect/Engineer,0.00,"20,000.00","20,000.00","15,005.00",0.00,0.00,0.00,0.00,"13,580.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,425.00",(728.40),(728.40),(728.40),(728.40),(728.40),(728.40),(728.40),(728.40),(728.40),(728.40),(728.40),(728.40),(728.40),(728.40),(728.40),(728.40),(728.40),(728.40),(728.40),(728.40),(437.04),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04
 ,05.502,Interior/Graphic Designer,"10,000.00",0.00,"10,000.00",0.00,"10,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,485.44,485.44,485.44,485.44,485.44,485.44,485.44,485.44,485.44,485.44,485.44,485.44,485.44,485.44,485.44,485.44,485.44,485.44,485.44,485.44,291.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.06)
 ,05.503,Special Foundation Design (non-geotechnical),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.504,Foundation Design Contingency,"50,000.00",0.00,"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","1,456.31",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09
 ,05.505,Geotechnical Design Contingency (Unforeseen Soil Conditions),"50,000.00",0.00,"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","1,456.31",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09
 ,05.506,Project Management Consultants,"100,000.00",0.00,"100,000.00",0.00,"100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","4,854.37","2,912.62",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.02)
 ,05.507,Construction Management and/or Scheduling Consultants,"200,000.00",0.00,"200,000.00",0.00,"200,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","9,708.74","5,825.24",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.04)
 ,05.508,Building Code/Plan Review and Fire/Life Safety Consultant,"50,000.00",0.00,"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","2,427.18","1,456.31",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09
 ,05.509,Cost Estimating Consultants,"25,000.00","17,250.00","25,000.00","13,850.00","25,000.00",0.00,0.00,0.00,"6,600.00",0.00,0.00,0.00,0.00,0.00,"7,250.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,541.26,541.26,541.26,541.26,541.26,541.26,541.26,541.26,541.26,541.26,541.26,541.26,541.26,541.26,541.26,541.26,541.26,541.26,541.26,541.26,324.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04
 ,05.510,Photographic Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.511,Executive Architect/Engineer Reimbursable Costs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.512,Executive A/E Additional Services/Design Change Authorizations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.513,Consulting IOR/Construction Inspection,"50,000.00",0.00,"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,381.10,"3,938.01","3,938.01","3,938.01","3,938.01","3,938.01","3,938.01","3,938.01","3,938.01","3,938.01","3,938.01","3,938.01","3,938.01","2,362.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.02)
 ,05.514,Medical Center Operational CostslWork Requests,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.515,Medical Center Equipment Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.516,Medical Center Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.599,Other External Design Consultants,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,06,Internal FD&C Recharge Services,"3,400,000.00","119,333.50","3,400,000.00","118,984.00","3,400,000.00",516.00,602.00,"2,144.50","1,317.00",964.00,302.50,916.50,"2,100.00","2,899.00","8,288.50","14,607.50","19,676.50","35,946.00","21,170.00","5,932.00","1,602.00",0.00,"83,481.71","83,481.71","83,481.71","83,481.71","83,481.71","83,481.71","102,517.63","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","117,074.52","101,968.67"
 ,06.601,FD&C Project Administration,"340,000.00","12,348.00","340,000.00","12,348.00","340,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,882.00,"2,646.00","1,176.00","3,234.00","3,675.00",735.00,0.00,0.00,"10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","10,968.91","9,553.61"
 ,06.602,FD&C Project Management,"1,000,000.00","71,788.00","1,000,000.00","71,732.50","1,000,000.00",516.00,602.00,"1,477.00","1,139.00",875.00,258.00,516.00,946.00,"1,430.50","6,536.00","5,823.00","13,998.00","19,750.00","12,391.50","4,019.50","1,455.00",0.00,"31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","31,075.91","27,066.11"
 ,06.603,FD&C Project Engineering/Mechanical/Electrical/Civil,"225,000.00","1,276.00","225,000.00","1,276.00","225,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,610.00,444.00,222.00,0.00,0.00,"7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","7,489.68","6,523.28"
 ,06.604,FD&C Contracts Office,"205,000.00","28,185.00","205,000.00","27,891.00","205,000.00",0.00,0.00,667.50,178.00,89.00,44.50,400.50,575.50,934.50,870.50,"6,138.50","4,502.50","8,218.00","4,169.50",955.50,147.00,0.00,"5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,929.13","5,164.23"
 ,06.605,FD&C IOR/Construction Inspection,"760,000.00","2,664.00","760,000.00","2,664.00","760,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,664.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,310.59","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","32,312.82","28,143.37"
 ,06.606,Capital Planning/Campus Budget Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.607,FD&C Project Specialist,"230,000.00","3,072.50","230,000.00","3,072.50","230,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,578.50,534.00,0.00,0.00,0.00,"1,470.00",490.00,0.00,0.00,0.00,"7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","7,596.92","6,616.82"
 ,06.608,FD&C Fiscal Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.609,Physcial/Community Planning Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.610,Auxiliary & Plant Services Offices,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.611,Environmental Health and Safety Office,"30,000.00",0.00,"30,000.00",0.00,"30,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,725.33,"1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,279.99","1,114.89"
 ,06.612,UCSD Sustainablity Initiatives,"100,000.00",0.00,"100,000.00",0.00,"100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","3,347.73","2,915.83"
 ,06.699,Other UCSD Employee Recharge Services',"510,000.00",0.00,"510,000.00",0.00,"510,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","17,073.43","14,870.53"
,07,"Advertisement, Surveys, Soils Reports, Material Testing & Special Inspection, Reproduction Costs","721,000.00","108,820.00","739,820.00","88,224.00","721,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"43,400.00","18,068.00","13,752.00","6,552.50","6,451.50",0.00,0.00,0.00,"8,142.54","6,372.52","6,369.53","6,369.53","6,369.53","6,369.53","6,369.53","10,180.49","45,749.61","45,749.61","45,749.61","45,749.61","45,749.61","45,749.61","45,749.61","45,749.61","45,749.61","45,749.61","45,749.61","45,749.61","27,237.43",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
 ,07.701,Publishing and Advertising Costs,"5,000.00",0.00,"5,000.00",0.00,"5,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,137.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04
 ,07.702,Boundary and Topographic Surveys,"30,000.00","43,900.00","43,900.00","43,400.00","30,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"43,400.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"(13,377.37)",(22.63),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.703,"Soils, Geology, Foundation Recommendations, Hydrology","60,000.00","64,920.00","64,920.00","44,824.00","60,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,068.00","13,752.00","6,552.50","6,451.50",0.00,0.00,0.00,"15,150.38",25.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.704,Material & Workmanship Testing & Inspection,"500,000.00",0.00,"500,000.00",0.00,"500,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,810.96","39,380.08","39,380.08","39,380.08","39,380.08","39,380.08","39,380.08","39,380.08","39,380.08","39,380.08","39,380.08","39,380.08","39,380.08","23,628.04",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04
 ,07.705,Air Balance Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.706,Medical Gas Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.707,Construction Document Reproduction Costs,"20,000.00",0.00,"20,000.00",0.00,"20,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,972.45,972.45,972.45,972.45,972.45,972.45,972.45,972.45,972.45,972.45,972.45,972.45,972.45,972.45,972.45,972.45,972.45,972.45,972.45,972.45,551.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.05)
 ,07.708,Postal/Courier Services,"1,000.00",0.00,"1,000.00",0.00,"1,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.62,48.62,48.62,48.62,48.62,48.62,48.62,48.62,48.62,48.62,48.62,48.62,48.62,48.62,48.62,48.62,48.62,48.62,48.62,48.62,27.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
 ,07.709,"Meals, Travel & Entertainment Costs","5,000.00",0.00,"5,000.00",0.00,"5,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,243.11,137.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04
 ,07.799,"Other Surveys, Testing, or Reproduction Costs","100,000.00",0.00,"100,000.00",0.00,"100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","4,862.24","2,755.27",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.07)
,08,Special Cost Items,"4,831,168.00","140,668.00","4,831,168.00","101,104.21","1,831,168.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142.00,0.00,142.00,"65,950.66","31,191.67","1,641.67","2,036.21","723,902.00","82,838.21","82,838.21","82,838.21","89,500.04","186,097.08","186,097.08","17,598.36","22,443.80","22,443.74","22,442.54","22,432.70","22,386.42","22,263.26","22,076.88","21,916.36","21,837.71","21,815.83","21,812.39","21,812.08","12,670.96",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.07)
 ,08.801,Loan Finance Charges/lnterest During Construction,"3,000,000.00",0.00,"3,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.802,Detailed Project Program (DPP) & Predesign Study Costs,"600,000.00","98,500.00","600,000.00","98,500.00","600,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"65,666.66","31,191.67","1,641.67",0.00,"501,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
