 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024
 ,04.407,Environmental Site Mitigation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.408,Offsite Site DeveIopment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,04.499,Other Site Development,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,05,External Design Consultant Fees,"2,789,298.00","2,784,653.00","2,769,598.00","2,729,490.94","2,729,490.94","51,241.00","45,334.00",0.00,0.00,0.00,"2,000.00","23,000.00",0.00,0.00,"400,384.19",0.00,"240,201.14","257,046.04",0.00,"128,009.43",0.00,0.00,"492,810.08","527,344.70",0.00,"110,523.60","98,243.20","22,400.00","11,944.00","5,600.00",0.00,"23,497.60","51,318.40","51,968.00",0.00,"(715,884.00)","58,638.92","137,223.15",0.00,"74,704.00",0.00,"97,215.00",0.00,"34,321.00","179,989.12",0.00,"41,530.88","58,154.00","20,463.00","28,598.00","9,294.35","5,337.00","59,871.55","11,346.50",227.00,"85,596.09",0.00
 ,05.501,Executive Architect/Engineer,"2,110,015.00","2,110,015.00","2,110,015.00","2,064,095.00","2,064,095.00","51,241.00","45,334.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"400,000.00",0.00,"240,000.00",0.00,0.00,0.00,0.00,0.00,"492,800.00","526,473.20",0.00,"110,523.60","3,643.20","22,400.00","6,944.00","5,600.00",0.00,"23,497.60","51,318.40","51,968.00",0.00,"(511,184.00)","58,464.00","116,928.00",0.00,"74,704.00",0.00,"64,960.00",0.00,"6,496.00","77,952.00",0.00,"25,984.00","19,488.00","6,496.00","6,496.00","6,496.00","3,248.00","3,248.00","3,248.00",0.00,"69,328.00",0.00
 ,05.502,Interior/Graphic Designer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.503,Special Foundation Design (non-geotechnical),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.504,Foundation Design Contingency,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.505,Geotechnical Design Contingency (Unforeseen Soil Conditions),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.506,Project Management Consultants,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.507,Construction Management and/or Scheduling Consultants,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.508,Building Code/Plan Review and Fire/Life Safety Consultant,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.509,Cost Estimating Consultants,"39,300.00","39,300.00","19,600.00","39,300.00","39,300.00",0.00,0.00,0.00,0.00,0.00,"2,000.00","23,000.00",0.00,0.00,0.00,0.00,0.00,"14,400.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,600.00",0.00,"5,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"(19,700.00)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.510,Photographic Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.511,Executive Architect/Engineer Reimbursable Costs,"12,983.00","12,983.00","12,983.00","3,740.94","3,740.94",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,384.19,0.00,201.14,196.04,0.00,459.43,0.00,0.00,10.08,871.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,174.92,295.15,0.00,0.00,0.00,0.00,0.00,0.00,12.12,0.00,706.88,26.00,12.00,47.00,7.35,0.00,7.55,10.50,227.00,92.09,0.00
 ,05.512,Executive A/E Additional Services/Design Change Authorizations,"627,000.00","622,355.00","627,000.00","622,355.00","622,355.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"242,450.00",0.00,"127,550.00",0.00,0.00,0.00,0.00,0.00,0.00,"80,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"(185,000.00)",0.00,"20,000.00",0.00,0.00,0.00,"32,255.00",0.00,"27,825.00","102,025.00",0.00,"14,840.00","38,640.00","13,955.00","22,055.00","2,791.00","2,089.00","56,616.00","8,088.00",0.00,"16,176.00",0.00
 ,05.513,Consulting IOR/Construction Inspection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.514,Medical Center Operational CostslWork Requests,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.515,Medical Center Equipment Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.516,Medical Center Planners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,05.599,Other External Design Consultants,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,06,Internal FD&C Recharge Services,"1,187,000.00","1,131,688.75","1,187,000.00","1,122,739.75","1,131,688.75","9,246.00","26,526.50","6,102.25","13,068.00","27,295.25","33,216.25","15,428.75","21,468.25","66,345.00","24,955.25","32,482.75","31,417.50","25,700.00",0.00,"13,437.25","66,561.75","33,006.25","22,654.50","34,999.25",0.00,"51,708.75","25,372.00","26,719.00","25,556.00",0.00,0.00,"23,633.00",0.00,"47,889.00","127,229.00","(317,777.00)",0.00,"76,699.50","39,738.00","49,831.25","37,407.75","65,285.25","40,701.00","32,752.25","31,208.25","37,939.00","51,104.50","24,585.50","34,721.00","26,233.00","10,694.00","19,056.00","11,586.00","13,104.00","2,451.00","3,402.00","8,949.00"
 ,06.601,FD&C Project Administration,"66,000.00","62,318.50","66,000.00","62,318.50","62,318.50",760.00,"7,220.00",950.00,"2,660.00","2,470.00","5,730.00","2,830.00","3,800.00","8,495.00","2,850.00","2,660.00","2,660.00","1,710.00",0.00,760.00,"4,750.00","3,667.50","1,140.00","1,900.00",0.00,"3,610.00","1,045.00",209.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"(40,678.00)",0.00,0.00,"2,900.00","4,150.00","1,705.00","6,300.00","7,625.00","2,925.00","6,750.00","5,980.00",580.00,0.00,735.00,"1,225.00",245.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.602,FD&C Project Management,"765,000.00","733,779.50","765,000.00","727,077.50","733,779.50","7,966.00","18,374.00","4,746.00","6,548.00","15,421.50","12,565.00","8,172.50","10,689.50","39,200.00","15,404.50","20,188.00","20,453.50","17,174.50",0.00,"9,469.00","37,171.00","20,575.00","15,377.00","21,533.00",0.00,"31,798.00","18,313.00","22,158.00","21,168.00",0.00,0.00,"20,489.00",0.00,"37,815.00","71,956.00","(161,741.00)",0.00,"35,850.00","12,404.50","24,135.00","22,431.00","33,694.00","23,988.00","19,353.00","16,238.00","23,754.00","36,493.00","20,218.00","29,418.00","21,426.00","7,482.00","14,418.00","9,315.00","10,158.00","1,722.00","1,596.00","6,702.00"
 ,06.603,FD&C Project Engineering/Mechanical/Electrical/Civil,"44,000.00","37,261.50","44,000.00","37,261.50","37,261.50",0.00,0.00,0.00,"1,850.00","4,440.00","4,625.00","2,220.00","2,960.00","5,985.00","2,184.50","2,391.00","2,304.00","1,728.00",0.00,432.00,"4,307.00",875.00,687.50,"2,595.00",0.00,"2,188.50","3,572.00","1,580.00","1,106.00",0.00,0.00,948.00,0.00,138.00,"5,947.00","(35,902.00)",0.00,"4,780.00","1,870.00","2,064.00","2,492.00","3,039.00","1,848.00","2,007.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.604,FD&C Contracts Office,"8,000.00",(423.75),"8,000.00",(423.75),(423.75),292.50,282.50,341.25,"2,010.00","4,443.75","6,401.25",731.25,"2,393.75","7,465.00","1,051.25","1,771.25","2,065.00","1,685.00",0.00,958.75,"2,096.25","1,283.75","1,072.50","2,206.25",0.00,"3,994.25","1,068.00","1,698.00","2,316.00",0.00,0.00,"1,206.00",0.00,"5,304.00","1,440.00","(60,183.00)",0.00,303.00,269.50,250.25,134.75,134.75,150.00,96.25,250.25,154.00,654.50,38.50,441.00,126.00,309.00,456.00,0.00,246.00,0.00,168.00,0.00
 ,06.605,FD&C IOR/Construction Inspection,"275,000.00","272,081.00","275,000.00","272,081.00","272,081.00",0.00,0.00,0.00,0.00,0.00,"1,750.00",500.00,0.00,"1,365.00",865.00,"1,995.00",750.00,"1,485.00",0.00,875.00,"12,095.00","4,850.00","1,875.00","4,360.00",0.00,"6,448.00",690.00,138.00,138.00,0.00,0.00,414.00,0.00,"3,588.00","44,574.00","40,268.00",0.00,"34,182.00","18,675.00","18,000.00","7,950.00","18,075.00","5,550.00","6,600.00","7,200.00","7,050.00","9,450.00","2,250.00","2,244.00","1,944.00",810.00,"1,620.00",486.00,810.00,162.00,0.00,0.00
 ,06.606,Capital Planning/Campus Budget Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.607,FD&C Project Specialist,"29,000.00","26,672.00","29,000.00","24,425.00","26,672.00",227.50,650.00,65.00,0.00,520.00,"2,145.00",975.00,"1,625.00","3,835.00","2,600.00","3,477.50","3,185.00","1,917.50",0.00,942.50,"6,142.50","1,755.00","2,502.50","2,405.00",0.00,"3,670.00",684.00,936.00,828.00,0.00,0.00,576.00,0.00,"1,044.00","3,312.00","(59,541.00)",0.00,"1,584.50","3,619.00","1,232.00","2,695.00","4,042.50","1,540.00","1,771.00",770.00,"1,001.00","3,927.00","2,079.00","1,883.00","1,512.00","1,848.00","2,562.00","1,785.00","1,890.00",567.00,"1,638.00","2,247.00"
 ,06.608,FD&C Fiscal Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.609,Physcial/Community Planning Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.610,Auxiliary & Plant Services Offices,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.611,Environmental Health and Safety Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.612,UCSD Sustainablity Initiatives,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.699,Other UCSD Employee Recharge Services',0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,07,"Advertisement, Surveys, Soils Reports, Material Testing & Special Inspection, Reproduction Costs","423,840.57","423,607.45","423,840.57","379,681.60","379,681.60",0.00,175.00,0.00,124.00,651.34,"16,320.00","69,358.00",0.00,"10,880.00","10,075.00","11,087.50","2,437.50",0.00,"25,547.00","8,113.48","53,867.01",0.00,"14,049.50","12,162.38",565.00,0.00,"8,915.00",180.71,0.00,0.00,885.00,0.00,0.00,682.50,"78,106.78","(72,722.50)","77,585.50","11,687.00","13,772.00","1,121.75",808.00,0.00,0.00,"4,685.00","1,995.00","3,353.00",0.00,428.00,0.00,0.00,0.00,0.00,"9,203.75","3,582.40",0.00,0.00,0.00
 ,07.701,Publishing and Advertising Costs,175.00,175.00,175.00,175.00,175.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.702,Boundary and Topographic Surveys,"10,175.00","10,175.00","10,175.00","10,175.00","10,175.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,175.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.703,"Soils, Geology, Foundation Recommendations, Hydrology","55,232.50","54,999.38","55,232.50","54,999.38","54,999.38",0.00,0.00,0.00,0.00,0.00,"16,320.00",0.00,0.00,"10,880.00","10,075.00","11,087.50","2,437.50",0.00,0.00,"4,132.50",0.00,0.00,"3,874.50","12,162.38",565.00,0.00,"8,915.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"(25,450.00)",0.00,0.00,"2,005.00",0.00,0.00,0.00,0.00,0.00,0.00,"(2,005.00)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.704,Material & Workmanship Testing & Inspection,"245,301.00","245,301.00","245,301.00","201,375.15","201,375.15",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"77,553.00",0.00,"77,585.50","11,687.00","11,767.00",325.00,808.00,0.00,0.00,"3,087.50","1,995.00","3,353.00",0.00,428.00,0.00,0.00,0.00,0.00,"9,203.75","3,582.40",0.00,0.00,0.00
 ,07.705,Air Balance Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.706,Medical Gas Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.707,Construction Document Reproduction Costs,651.34,651.34,651.34,651.34,651.34,0.00,0.00,0.00,0.00,651.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.708,Postal/Courier Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.709,"Meals, Travel & Entertainment Costs",124.00,124.00,124.00,124.00,124.00,0.00,0.00,0.00,124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.799,"Other Surveys, Testing, or Reproduction Costs","112,181.73","112,181.73","112,181.73","112,181.73","112,181.73",0.00,0.00,0.00,0.00,0.00,0.00,"69,358.00",0.00,0.00,0.00,0.00,0.00,0.00,"25,547.00","3,980.98","53,867.01",0.00,0.00,0.00,0.00,0.00,0.00,180.71,0.00,0.00,885.00,0.00,0.00,682.50,553.78,"(47,272.50)",0.00,0.00,0.00,796.75,0.00,0.00,0.00,"1,597.50",0.00,"2,005.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,08,Special Cost Items,"1,189,747.50","1,184,870.00","1,189,747.50","1,182,411.89","1,182,553.89",0.00,0.00,0.00,0.00,0.00,"264,532.00","345,068.00","4,000.00","116,910.00","69,243.00","37,720.00","36,410.00","117,680.00","49,680.00","42,719.00","7,477.50","79,266.00","44,577.00","41,327.00","49,442.20","181,309.00","39,787.00","39,790.00","59,907.00","57,247.00",115.00,386.60,"33,587.95","13,522.87","8,840.00","(588,389.30)","4,190.13","2,147.00","8,973.52",358.00,"1,240.00",0.00,0.00,345.00,0.00,0.00,"6,186.25","6,357.17",230.00,0.00,115.00,0.00,0.00,0.00,0.00,115.00,142.00
 ,08.801,Loan Finance Charges/lnterest During Construction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.802,Detailed Project Program (DPP) & Predesign Study Costs,"218,500.00","218,500.00","218,500.00","218,500.00","218,500.00",0.00,0.00,0.00,0.00,0.00,"127,132.00","227,868.00",0.00,0.00,0.00,0.00,0.00,"82,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"(218,500.00)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
